word,entropy
accur,3.9746025941777736
accus,4.236358046158876
acedy,4.656480908201093
acerb,4.7743957210599675
acers,5.526114825987225
aceta,4.415830384755806
achar,3.9495963610290206
ached,4.669797989997436
acher,4.924338223193744
aches,5.214194606460488
achoo,3.7300121810728375
achor,4.6516719826055155
acids,5.108091742068281
acidy,4.539485911776843
acier,5.367131151365853
acies,5.648146265727922
acing,4.5208721998287364
acini,4.097356560786865
ackee,4.122173711081981
acker,4.8626661464573875
ackey,4.579807784950415
aclys,4.922580798892255
acmes,5.32086593466517
acmic,3.776894322175144
acned,5.03810407315172
acnes,5.578683157962555
acock,3.657410841585312
acoin,4.972282334027479
acold,4.786031298363632
acoma,3.97363721914605
acone,5.196348617426832
acool,4.1477303643095675
acorn,5.006201936121146
acost,5.113372331554179
acoup,4.453558212870401
acred,5.195151853617891
acres,5.731358000062561
acrid,4.962275281035772
acris,5.474823390100683
acron,5.040327432116072
acryl,4.675773497753197
acted,5.007682219702638
actin,4.928045968983384
acton,4.8733570308482355
actor,5.000056548588923
actos,5.257533832605827
actus,5.0826836126679655
acute,5.069939415702415
acyls,4.929982140983686
adage,4.180710337539826
adagy,3.662766570423563
adams,4.317241283560558
adapa,3.2298433867467318
adapt,3.93471682579149
adati,4.234978959752361
adaty,4.028710048138257
adawe,4.002845365780904
adawn,3.66756323373367
adaws,4.05474116603613
adays,4.275320630811327
adcon,4.645959665624752
addax,2.568505403688438
addda,2.4722197533996897
added,3.5242378225174664
adder,4.433699088458206
addio,4.084374978364644
addis,4.490661518355605
addle,4.352028932160007
adead,3.617312827353098
adeem,4.197225999211447
adeep,4.1602285443306
adeps,5.153303250651898
adept,4.7995962140587745
adfix,3.623560409204963
adieu,5.036718546738313
adige,4.902815651664203
adion,4.9607751226562655
aditi,4.138062510315085
adits,5.34362295623323
adjag,3.0223186490971115
adlay,4.041572720565964
adlet,5.260417814971626
adman,3.937838461526727
admen,4.947331632312698
admit,4.72197258588018
admix,3.9192889392036174
admov,4.003275556295918
admrx,3.9109212983199777
adnex,4.445945852205614
adobe,4.849985179852868
adobo,3.750195589877465
adolf,4.395538996675815
adopt,4.658590262265284
adore,5.318252415386666
adorn,5.018239861575679
adown,4.384335565252702
adoxy,3.9245726554021947
adoze,4.4567248021849295
adpao,3.918104080783039
adrad,3.5751621122084787
adred,4.5561345072329535
adret,5.405477384497988
adrip,4.798489039633444
adrop,4.753150332982814
adrue,5.206185075479253
adsum,4.609543146341316
adult,4.7827613728466805
adunc,4.4552559923195485
adure,5.152644781423318
adusk,4.529384814603711
adust,4.941589122085363
advew,4.043863047320132
advil,4.335390691756618
adyta,3.9032961213280672
adzed,3.6309157896225264
adzer,4.524191680015598
adzes,4.826710391547505
aecia,4.60398310420901
aedes,5.01203525835001
aegir,5.268885161698252
aegis,5.547212401631782
aeric,5.385439670853274
aerie,5.07603907997167
aesir,5.790448973229197
aetat,4.029969483238786
aevia,4.220000207608252
aevum,4.377523375361445
aface,3.994498374107593
afald,3.7713033335577064
afara,3.3156252388998975
afars,4.383147949350052
afear,4.219143707227982
affix,2.9471043904120493
afgod,4.088080030595298
afire,5.064733132992115
aflaj,3.129074028253617
aflat,3.958474031083174
afley,4.741462008607751
aflow,4.083521909107139
afoam,3.690810657367371
afoot,3.8841596800683544
afore,5.016209595194514
afoul,4.480987047895331
afray,3.873333617653959
afret,5.120149198407692
afrit,4.853975173167614
afros,5.148543151471195
after,4.978940654282754
agada,3.1889462877831676
again,4.161381029898284
agama,3.104774571894488
agami,3.8003537910793135
agamy,3.597723460135307
agape,4.101638407118017
agars,4.539810880878579
agasp,3.9241296333770723
agast,4.262927864788184
agata,3.403472105890879
agate,4.417312172640553
agaty,3.8880487838548006
agave,3.7560510041740076
agaze,3.639778761355505
agend,4.764043875686389
agene,4.3130196113105335
agent,4.949536554693772
agers,5.404343728350437
agete,4.34423248703845
agger,4.273184582364526
aggie,4.251010402817645
aggri,3.9412321620937507
aggro,3.9468638548568253
aggry,3.7335949953202348
aggur,3.8177336811947042
aghan,3.703812427984305
aghas,4.104163326907213
agila,4.16009983040822
agile,5.1412220329424105
agios,5.213976554422368
agist,5.007743612995322
agita,4.159808500689899
aglee,4.441448275866014
aglet,5.130657554966619
agley,4.902702151311067
agloo,3.9791287970697664
aglow,4.245584077399575
aglus,5.000970272115273
agmas,4.195835380618132
agnat,4.103393702592986
agnel,5.081015343194168
agnus,4.982608403098589
agoge,4.20261327550439
agoho,3.6510964980808303
agone,5.0639348249969025
agons,5.158307986484018
agony,4.58318336714776
agood,3.8626198636906315
agora,4.214343816966116
agrah,3.946641720754696
agral,4.1924829158935655
agree,4.5795507847691335
agria,4.306581617415499
agrin,4.955248879726855
agrom,4.64637011274685
agsam,3.9566251016568783
agued,4.768322165078748
agues,5.324756681591045
aguey,4.733444813703107
agura,4.02872537830429
agush,4.494147857344027
agust,4.806304387038467
aguti,4.610999743425255
ahead,4.262642560938142
aheap,4.097740856840693
ahems,5.178373195079192
ahent,5.083285239774906
ahhed,4.125567668175705
ahigh,3.731462857470609
ahind,4.77349332269501
ahing,4.526191793071313
ahint,4.957812581951703
ahold,4.785910191413953
aholt,4.970239749255512
ahong,4.511711421084314
ahoys,4.988632247199891
ahsan,4.3690366615546194
ahull,3.959579483193169
ahunt,4.763371596765212
ahura,4.165637303636487
ahush,4.062811988347675
ahwal,3.670755312986353
aided,4.54816505185369
aider,5.450345347798473
aides,5.747411591035994
aidos,5.4479421552136476
aiery,5.325695115911272
ailed,5.435895865728596
aillt,4.542477560484367
aimak,3.964015514536646
aimed,5.157020150282211
aimer,5.405578441192465
ainas,4.997486816909434
ainoi,4.442274136716629
ainus,5.496239072010193
airan,4.754000043307023
aired,5.570832679301256
airer,4.93914157532708
airns,5.773836212684842
airth,5.156724323291949
airts,5.817932453826121
aisle,5.763301566739869
aitch,4.690753502485662
aitis,4.877963850786864
aitus,5.484902682875418
aiver,5.02136169219356
aiwan,4.077927453586206
aizle,4.837558412952419
ajaia,3.1024792115285837
ajaja,2.0364888100600043
ajari,3.784248721863996
ajava,2.364150206471064
ajhar,3.4393937622012776
ajiva,3.1223430130784133
ajuga,3.1905120075403355
ajwan,3.1514993174206287
akaba,2.9936244255642266
akala,3.381301253638372
akasa,3.53212740398594
akebi,4.525726970073616
akees,4.694735028608761
akeki,4.018768051207682
akela,4.252031608164964
akene,4.292025955979566
aking,4.368607145110961
akkas,3.532530935945312
aknee,4.408289361786889
aknow,4.214505114207217
akpek,3.880129688565918
akron,4.8856843905714795
akule,4.905214348199968
akund,4.421643208008828
alaap,3.4771455293896567
alack,3.825056043892385
alada,3.601800280198624
alala,2.9949170901800857
alamo,4.213583552155818
aland,4.294779183914477
alane,4.781664799172645
alang,4.048347680134384
alani,4.456696817249071
alans,4.829898092351354
alant,4.4695637582184355
alapa,3.5038854365087078
alaps,4.572008980189292
alarm,4.259577190903766
alary,4.353998006550024
alate,4.830339508947923
alays,4.546196646507531
alban,4.109155717170361
albas,4.522023788564933
albee,4.488891663983281
albin,4.8640599134119356
album,4.363625503827336
albus,5.0466256469164446
alcea,4.587393995435021
alces,5.6322662711465785
alcid,4.840559923633234
alday,4.094260818892706
aldea,4.624920557039394
alden,5.278253902910294
alder,5.334963282656949
aldim,4.755545784078346
aldol,4.1830690973926545
aleak,4.307661684822067
alecs,5.486271495839612
alefs,5.1884939493946955
aleft,4.835619743148398
alenu,5.106709565518026
aleph,4.771566542075
alert,5.455824421891397
aleut,5.237996041909877
aleve,4.108784920883583
alews,5.201048645164078
aleye,4.438400767580835
alfas,4.324536473604194
alfet,4.981539101803382
alfin,4.663985185926854
algae,4.461573495021007
algal,3.306071575001845
algas,4.5110101124647475
algic,4.5621405189215904
algid,4.726853757193387
algin,4.851996191438993
algol,4.022873945077991
algor,4.9105805956131
algum,4.351459466781408
alhet,5.186747150356675
alias,4.977197424592044
alibi,4.035848912777423
alice,5.303033545040738
alien,5.559770435426175
aliet,5.609699426875553
alife,4.997307813322197
alifs,5.067320273372185
align,4.855177946731755
alike,5.153604601583637
alima,4.2851971181368596
alish,5.111159300303841
aliso,5.382366511651428
alisp,5.09361763113855
alist,5.42900353379655
alite,5.562841379459198
ality,5.040380931436515
alive,4.903622634206097
alkie,5.1443535138732495
alkin,4.808937507500904
alkyd,4.264212611037459
alkyl,3.61315631736724
allah,3.4186132448699675
allan,3.6808290107042283
allay,3.5111417394660065
allel,3.891997449264088
allen,4.706123502339007
aller,4.761027957320985
alley,4.519848771677072
allez,3.973285619473645
allis,4.847042345731676
allod,4.256697498139978
alloo,3.593839753190797
allot,4.4362160198073814
allow,3.8615706037794246
alloy,4.2094539168487985
allyl,3.211796272102407
almah,3.9495797280843488
almas,4.62764436474761
almeh,4.961068056222997
almes,5.634736044153533
almon,4.907129028659679
almud,4.6054513426427
almug,4.374156241950229
alnus,5.396573889389832
alods,5.380725118065397
alody,4.807845182878229
aloed,5.345038095820816
aloes,5.90259307862117
aloft,4.681335717513281
alogy,4.6508906361186115
aloha,4.201407609734071
aloid,5.115469885009937
aloin,5.242184677581425
aloma,4.2502038502194495
alone,5.464401892039746
along,4.778428820918338
aloof,3.8702929936373773
alosa,4.698289428098158
alose,5.6497440219510455
aloud,4.905507947356962
alout,5.08645437633635
alowe,4.947489463598561
alpax,3.4077515508395626
alpen,5.183438409244069
alpha,3.839199650241558
altar,4.5505148576962835
alter,5.529585773333049
altin,5.200849108465943
altos,5.561839769589904
altun,4.980639207245999
altus,5.38676494512317
alula,3.5528076503907036
alums,5.139416157541487
alure,5.408666756401511
aluta,4.372204449211069
alvar,3.9495724161746213
alvia,3.9484688232216465
alvus,4.78169731780503
alway,3.7760091802943916
amaas,3.886414426035227
amaga,3.1347484328520223
amahs,4.238770934530153
amain,4.267745982673005
amala,3.5085909097445795
amalg,3.804182962839703
amang,3.7547540699284845
amani,4.1639679571861095
amant,4.18117268932978
amapa,3.191446358648259
amass,3.7486861996100727
amate,4.527293615535887
amati,4.204335281002775
amaut,4.083075359583578
amaze,3.7493431111529603
amban,3.8001877375047672
ambar,3.9209872284457274
ambas,4.199863387868912
ambay,3.6191406734725455
amber,4.8998616122538055
ambit,4.591919614805734
amble,4.8135535780336305
ambon,4.497207754328017
ambos,4.897916533276721
ambry,4.3624018724118505
ameed,4.2723537878736035
ameen,4.448894361994873
amelu,4.833933232023811
amend,4.86648039262914
amene,4.417885929793116
amens,5.404656768682947
ament,5.051928350837222
amess,4.614157457309852
amhar,3.9296550788690343
amias,4.665685716491437
amice,4.98702232339312
amici,3.8447602479617777
amide,5.02327490243905
amido,4.699007765136916
amids,5.096764022713695
amies,5.639677038082278
amiga,3.8911176401866223
amigo,4.543284917581315
amine,5.207070101945313
amini,4.0641587818533615
amino,4.874705918414468
amins,5.278890624050315
amire,5.330148657478416
amish,4.80668823462298
amiss,4.49336385603189
amity,4.72900053433815
amlas,4.58688346451666
amlet,5.240212726506449
amman,3.3076142884183284
ammer,4.408125779517648
ammon,4.007533341218487
ammos,4.414310595663944
amnic,4.624199215118173
amnio,4.908360984852531
amoke,4.788672017436362
amoks,4.8882690620573035
amole,5.19942852299758
amora,4.317487918716449
amort,5.027072651258297
amour,4.856542260487095
amove,4.541072349751652
amowt,4.380268157665872
amped,4.697343560311583
amper,4.952534059303125
amphi,4.199185035904272
ample,4.867834484980701
amply,4.332086975747306
ampyx,3.4298313254296624
amrit,5.115255969679113
amsel,5.359069280524053
amula,4.053314847470951
amusd,4.734100552436883
amuse,5.187191107444879
amuze,4.265670240009134
amvis,4.683275748425875
amylo,4.560153370747772
amyls,4.919265872310581
amzel,4.429631942614707
anabo,4.070681284966348
anack,3.776724985038813
anama,3.46658388125791
anana,2.940449972049205
anans,4.011292170735016
anasa,3.9156508362716043
ancho,4.494598208265306
ancle,5.164368426042539
ancon,4.087527276339552
ancor,4.976433711384701
ancra,4.237907785653253
ancre,5.248768202866387
anded,4.3985181358817655
andes,5.5981773725091255
andia,4.303184446805764
andor,5.02235197186493
andre,5.2881028126389324
anear,4.732404080894058
anele,4.693634893864911
anend,4.345876056942765
anent,4.5340296283190336
angas,4.446971946962603
angel,5.065915505028353
anger,5.139123256015012
angia,4.140375615974378
angle,5.051470561921138
anglo,4.730919142280223
angor,4.861834989199642
angry,4.596903832201351
angst,4.897277250716468
angus,4.964443968989075
anhyd,4.269915329895047
anigh,4.528586744115776
anile,5.4901456164872675
anils,5.560046358092843
anima,4.225623267168682
anime,5.211444728450497
animi,4.068629608692647
animo,4.878740586547354
anion,4.402671203308983
anise,5.638300147574738
anjan,2.834791076821965
anjou,4.1041994456773185
ankee,4.356943376431675
anker,5.081637006425109
ankhs,4.722684269199674
ankle,4.999562646206436
ankus,4.924898144228063
anlas,4.823288963236259
anlet,5.483509114464573
anlia,4.521757632694876
anmia,4.250281210368904
annal,3.6260554868163886
annam,3.3656482165462505
annas,4.039916217088133
annat,3.6863363483871834
annet,4.704653740007775
annex,3.88567478331519
annie,4.725608487567583
anniv,3.7585455309571203
annot,4.386378113024931
annoy,4.149890475297613
annul,4.161680829853328
annum,3.8768208492948046
annus,4.5595673616982895
annwn,2.947504412877981
anoas,4.890537698344632
anode,5.233347154059669
anoia,4.538026142636896
anoil,5.206294771246406
anole,5.442803077281472
anoli,5.128820255681953
anons,4.738028102683235
anorn,4.452616581061884
anour,5.096860700618274
anova,3.8476079906194656
ansae,4.9358319988015165
ansar,4.684273553622911
anser,5.6595799975378736
antae,4.757322230710371
antal,4.380833926210232
antar,4.509161682957251
antas,4.800966576079345
anted,5.242937847219177
antes,5.802480071319366
antic,4.862007492035361
antis,5.548854889153896
antra,4.473730714138767
antre,5.487587696412867
antsy,5.022416457625259
antum,4.634592568809166
anura,4.371397829667925
anury,4.843747803221237
anvil,4.543613922455167
anyon,4.047593169959774
anyus,5.029280066139249
anzac,3.38794298193735
aorta,4.775361400005838
aotus,5.49620156321953
aouad,4.327453059906046
apace,4.255141950101837
apage,4.141491182571013
apaid,4.119652257603513
apair,4.379800988752385
apart,4.296954187023233
apass,3.731943867459477
apast,4.366376455243174
apayd,3.711671424284199
apays,4.22826048997186
apeak,3.988671326838086
apeek,4.051823803243268
apers,5.50233165077409
apert,5.168719935726532
aperu,4.9086925076311365
apery,4.926995909524235
aphid,4.408471029506803
aphis,4.943280363328275
apian,4.257504645562583
apiin,4.131954721303222
apili,4.100863858878759
aping,4.489634610657386
apiol,4.93641270491731
apios,5.308578531568876
apish,4.796441280723983
apism,4.800987643420777
apium,4.476411754462084
apode,4.970261342732329
apods,5.059163078684334
apoop,3.2135082743810375
aport,5.027616484270867
apout,4.778884913038165
appar,3.399637510611924
appay,3.0948871484399723
appel,4.308091406082642
appet,4.342580051889651
apple,4.29485528747528
apply,3.7564503954373416
appmt,3.690739446435305
appro,4.054105762325299
apptd,3.791790076919626
appui,3.805327114974535
appuy,3.6137732519884427
april,5.05269697517236
apron,5.003895673823891
apses,4.765523123128993
apsid,4.925125927714877
apsis,4.505631380087903
apted,4.977845947329143
apter,5.242618047626489
aptly,4.61261591616402
aqaba,2.5434760635784004
aquas,3.865917765811398
araba,3.5552603399165044
arabs,4.612569072112666
araby,4.042205003565137
araca,3.682490166643305
arace,4.692698993738653
arach,4.04276138474311
arado,4.426251299880894
arage,4.5780660649163405
arain,4.689460520745758
arake,4.544070524932055
araks,4.595442685479455
arame,4.657383618166439
arank,4.1758783214035
arara,3.1174079332489986
arars,4.187263183667986
araru,3.6068189923739897
arase,5.082285583896472
arati,4.639454297761801
arawn,4.045437229108761
arbas,4.648045196180484
arber,4.476328823522028
arcae,4.7078893692150094
arced,5.200805786731937
arces,5.745570375654991
archd,4.517466347034695
archy,4.474534251102959
arcus,5.272934389418064
ardea,4.748041252983976
ardeb,5.028831309047407
arder,4.613358732440988
ardri,4.292853990724939
aread,4.6761760755468105
areae,4.217640589241042
areal,4.790561734565689
arear,4.046945663247453
areas,5.207213734870743
areca,4.56361686799823
aredd,4.461684333721713
arede,4.659311299880612
areek,4.49561866060894
areel,4.861891459290172
arefy,4.727173962819785
arena,4.779710853300765
arend,5.293852982915486
areng,5.056502142018001
arent,5.4839396993594764
arepa,4.5094023934335565
arere,4.072181604801754
arest,5.670153981476596
arets,5.867526003808176
arett,4.726409816537786
argal,4.210670394368997
argan,4.231712472244053
argel,5.233123388154067
argil,4.97607052658296
argin,4.981896036715642
argle,5.2267460437191655
argol,4.924700726769806
argon,4.929200754873374
argos,5.335766409420096
argot,4.986373945580127
argue,5.084263075013266
argus,5.157127731844713
arhar,3.495594635931245
arhat,4.3071865612933555
arian,4.690290974003792
arias,5.0903645856690956
ariel,5.666850798687792
aries,6.056086011511332
ariki,4.140522978513435
arils,5.718287592041383
ariot,5.412093619934874
arise,5.805848800672957
arish,5.222742953934912
arist,5.547076488462453
arite,5.686147790055872
arius,5.589439486432843
arjun,4.3291795668521456
arked,5.023836405123722
arkie,5.269434313127388
arled,5.444837020699247
arles,5.993634658510488
armed,5.19062571708709
armer,4.569349422929562
armet,5.40349050311974
armil,5.0809402527135585
armin,5.085486811998437
armit,5.144630323489579
arnas,4.990356277749857
arnee,4.963152113625245
arnut,5.174449478576054
aroar,3.9109049721776636
aroba,4.288001211670729
arock,4.678977099796377
aroid,5.242360910340809
aroma,4.375250226969636
aroon,4.530861455856276
aroph,4.741819280791361
arose,5.759607367803858
arpen,5.305124649621098
arrah,3.5895185168374772
arras,4.262807291257402
arrau,3.683812331514592
array,3.684742054644904
arrgt,4.194471825620205
arrha,3.5244758943946617
arrie,4.936413785295637
arris,5.004942973859234
arrow,4.03479096069265
arroz,3.8273238186620167
arsed,5.602680084610502
arsis,4.9618726230525665
arsle,5.745413823957647
arson,5.453695684486084
arsyl,5.069872859074228
artal,4.555649435163595
artar,3.8336656327786147
artel,5.575515269487206
arter,4.813953767489843
artha,4.250476041444091
artic,5.055442953945483
artly,5.036436878160809
artou,5.093674514203895
artsd,5.252647833103118
artsy,5.205626642012172
artus,5.5100639093664965
aruba,4.113600641196185
aruke,5.068290451602709
arulo,5.135374154810718
arums,5.257401386960952
arupa,4.186049035861284
aruru,3.4632147660624106
arusa,4.645196611311402
arval,3.9540855989569383
arvel,4.962808442310514
arvos,5.080727364614183
aryan,4.314802488024084
aryls,5.3271691741317255
arzan,3.8423890833499845
arzun,4.3729329258775955
asale,4.880175950946491
asana,3.832115440821829
asarh,4.339029956966936
ascan,4.2721580036651785
ascii,4.2003507330262035
ascon,4.966827565930152
ascot,5.022051703577195
ascry,4.8114724676638545
ascus,4.240551401956425
asdic,4.765168939588628
asgmt,4.571086289044797
ashed,5.010883939840701
ashen,5.185053876727158
asher,5.259541982215725
ashes,4.62498442058566
ashet,5.239487210204996
ashir,5.031755964371303
ashot,4.926904221860247
ashur,4.812668852860724
asian,4.624287780309741
aside,5.368280257534369
askar,4.226664832271027
asked,4.934858041401048
asker,5.190919440036996
askew,4.597043577287508
askip,4.560884917084778
askoi,4.80111561263815
askos,4.257248036871517
aslop,4.945753497219833
asoak,4.224029273925173
asoka,4.18874734362401
aspca,3.955388011622185
aspen,5.234694715592051
asper,5.312723624340509
aspic,4.6781494235952295
aspis,4.419295211770637
assai,3.7740393935690966
assam,3.4826475180665035
assay,3.5485219505933063
assed,4.590555166708682
asses,4.182474344245212
asset,4.817843647493289
assis,3.9242628918971447
assot,4.503444005653507
assur,4.3872332118301856
astay,4.318822086487034
astel,5.529613728246535
aster,5.597620541726562
astir,5.374317771640996
astor,5.324697713739491
astre,5.599657988373817
astun,5.041264721283623
asura,4.488410954494332
aswan,4.005999045706813
asway,3.8083446812242796
aswim,4.480977243616207
asyla,4.219055216663519
asyle,5.214112628866526
async,4.590051688469822
atake,4.3428047899852436
atame,4.461393906315073
ataps,4.481047674408054
atars,4.867742863157524
atavi,3.7802028985877554
ataxy,3.3965842705192655
atees,5.044706304002037
atelo,5.255708736458458
ately,5.074288200162274
athar,4.163018502826571
athel,5.061679072610007
atilt,4.4080166042607525
atimy,4.667472038590641
ating,4.728638514816265
atlas,4.797148617910427
atlee,4.77550240446482
atman,4.129610274867897
atmas,4.521493458712163
atmid,4.735820869693533
atmos,5.220329648237884
atocs,5.2453510537921755
atoke,5.015985037318486
atoks,5.09985422107208
atole,5.4232549612486824
atoll,4.3380902693117
atoms,5.220703635092969
atomy,4.652073912087265
atone,5.401605000176572
atony,4.918836928149135
atopy,4.633866721201829
atour,5.090592822340884
atren,5.563871230011777
atria,4.647562994176474
atrip,4.996960294428796
attal,3.582769176808157
attap,3.2801298178034433
attar,3.7099317974626556
atter,4.691157638998709
attic,4.051381863608614
attid,4.1981976915874455
attle,4.60135618124231
attry,4.152841853025616
atule,5.261631246416394
atune,5.241661883342579
atwin,4.621668017667094
atypy,3.639538787790322
aubin,4.783444207034969
aucht,4.5106611844606395
audad,3.406786796303885
auden,5.190661857136769
audio,4.879125097095245
audit,4.973469601472422
augen,5.032775130901994
auger,5.113542319564946
auget,5.07060493585376
aught,4.402014794103584
augur,3.968092304528566
aulae,4.754510585053572
aulas,4.834229821312696
aulic,4.871587059404825
auloi,5.058438338554711
aulos,5.506421110348601
aumil,4.894433614702346
aunes,5.7860731117649244
aunts,5.469947776972687
aural,4.539923655466654
aurar,3.7986813270861224
auras,4.9645781235699955
aurei,5.512032896334074
aures,5.9338710159653205
auric,5.000984702308448
aurin,5.28131651286413
aurir,4.528507181078297
auris,5.682277723895838
aurum,4.081781372492221
auryl,4.885339309075795
autem,5.103781352133123
autor,5.194456766788769
autos,5.471045721092209
autre,5.468939418467995
auxil,4.353385644326311
auxin,4.340784125032259
avahi,3.5229347488352585
avail,3.94766594516784
avale,4.185612144926509
avant,3.8555342831769877
avast,4.043212070836769
avell,3.92419990557251
avena,4.015946439360695
avens,5.072039999023939
aveny,4.487803391308327
avera,4.124186905643979
avern,4.788219819595703
avers,5.178182309391644
avert,4.835952108767015
avgas,3.8633528513902826
avian,3.9338196345545784
avick,3.937310716627671
aview,4.386505942492251
avile,4.907427002130855
avine,4.869689639586477
avion,4.592169882674786
aviso,4.736593149773731
avoid,4.477511060861815
avoke,4.454296032731534
avoue,4.651296151737294
avour,4.525417220550623
avowe,4.3032136050410115
avows,4.408208903978172
avyze,3.761851421139444
awabi,3.589178803321453
awacs,4.087143289016815
awaft,3.4407345012662365
await,4.092884001267504
awake,3.89539265544541
awald,3.821914471828272
awalt,4.0001884702529145
awane,4.2722717358727405
award,3.900265540549254
aware,4.381539169526403
awarn,4.032335690757527
awash,3.8427200896218627
awave,3.643660250580322
aways,4.021702311529248
awber,4.691479613170883
awdls,4.7944358770499855
aweek,3.840061802848138
aweel,4.239086945271241
awest,5.025446027858434
aweto,4.813701712953012
awful,3.9176216570687123
awhet,4.66142533498788
awhir,4.461878501334489
awide,4.8035238858160145
awing,4.279617584813856
awink,4.284153204835915
awiwi,2.936047317468299
awkly,4.008718337973656
awmry,4.24019078315835
awned,4.804707864579942
awner,5.040466676405888
awoke,4.572819473280796
awork,4.384419872730789
axels,4.958266447830975
axers,5.029419233677022
axial,3.7823766045836003
axile,4.760439505651642
axils,4.840064745405674
axine,4.722304943922884
axing,4.0171226442339165
axiom,4.171849199873322
axion,4.44042101231681
axite,4.764426881795476
axled,4.547475281361116
axles,5.108622661517389
axman,3.419568443870615
axmen,4.435117877665739
axoid,4.324671035156553
axone,4.686893524106252
axons,4.787256806270742
ayahs,4.263455721185217
ayelp,4.7780695426551
ayens,5.420177293591052
aygre,4.930629120887837
ayins,5.2925166885286
aylet,5.278476103480752
ayllu,3.909888367328643
ayond,4.778689634500034
ayont,4.955231313853289
ayous,5.145593937520583
ayres,5.730481344173884
ayrie,5.411977669279132
ayuyu,2.9346378498318524
azans,4.087806427506117
azide,4.568592914593493
azido,4.244499160433119
azine,4.75656117106341
azlon,4.418000954743237
azoch,3.8865820633783676
azofy,3.6956315064851237
azoic,4.198027111415093
azole,4.74566281482877
azons,4.813859976043498
azote,4.749353240522796
azoth,4.176580199017065
azoxy,3.428600401643384
aztec,4.437418911232341
azure,4.6650803194450265
azurn,4.3401210273779665
azury,4.153085383728867
azygy,2.8891787787249927
azyme,4.133114098956538
azyms,4.180933985237745
baaed,4.416644399842018
baals,4.647364475753198
babai,3.4053990342166642
babar,3.5062466218471835
babas,3.7854547558333804
babby,2.9333413979873284
babel,4.403675115666883
babes,4.7825321594894055
babis,4.547673151141033
babka,2.991875687133422
bable,4.4144344764463135
babul,3.9305423478148214
bacao,4.059963587904166
bacca,3.1743355868727594
bacco,3.852264990099216
baccy,3.656411922835181
bache,4.7121904303418285
bachs,4.7499708707462025
bacin,4.807597068647492
backs,4.691743188426302
backy,4.114636443871295
bacon,4.741377095945022
badan,4.0951529139125675
badge,4.732150671459922
badju,3.7585114571367813
badly,4.580780302493222
baffs,3.876283280898993
baffy,3.2954721061662466
bafta,3.7509313103004613
bafts,4.805418770486799
bagel,4.947006238148771
bagge,4.064000863977415
baggy,3.5233845964112964
bagie,5.0236658200461255
bagio,4.670542423198676
bagle,4.957778011547348
bagne,4.928869340415525
bagre,5.041746008120608
bahai,3.972636681207582
bahan,3.9524639493398546
bahar,4.069990513147733
bahay,3.7683750739756756
bahoe,4.955308042740049
bahoo,3.836065965706763
bahts,5.018271615371461
bahur,4.605103886840216
bahut,4.530556113049395
baign,4.702605193683479
baile,5.396843655255009
bailo,5.053025737800756
bails,5.468122492558448
baioc,4.777604302128906
bairn,5.148490785978509
baith,4.803517496759151
baits,5.4658807063304975
baiza,3.634477672518348
baize,4.623645909860257
bajan,3.496648458662372
bajee,3.830483447227344
